_raw,_time,action,app,bytes,bytes_in,bytes_out,category,charset,client_type,cookie,date_hour,date_mday,date_minute,date_month,date_second,date_wday,date_year,date_zone,dest,dest_addr,dest_ip,dest_port,dest_translated_ip,duration,eventtype,f5_bigip_server_host,host,http_content_type,http_host,http_method,http_referrer,http_referrer_domain,http_status,http_uri,http_url,http_user_agent,http_user_agent_length,http_version,index,is_f5_heartbeat,linecount,node,node_port,pool,protocol,punct,req_elapsed_time,req_start_time,res_start_time,response_code,rtt,site,source,sourcetype,splunk_server,src,src_addr,src_ip,status,tag,tag::eventtype,thruput,timeendpos,timestartpos,uri_path,uri_query,url,url_domain,url_length,user,vendor_product,vip,virtual_server
"May 24 14:33:29 172.22.7.248 May 24 14:33:29 PD-HLB01-ID261.dc2.sia.priv info tmm[20235]: Rule /Common/Irule-Syslog-splunk_v2 <HTTP_RESPONSE>: src_ip=""10.92.115.117%5"",vip=""10.210.248.11%5"",http_method=""POST"",http_host=""web4gfo.preprod.insee.fr:443"",http_uri=""/fr/graphique/affaires"",http_url=""web4gfo.preprod.insee.fr:443/fr/graphique/affaires"",http_version=""1.1"",http_user_agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0"",http_content_type=""application/x-www-form-urlencoded; charset=UTF-8"",http_referrer=""https://web4gfo.preprod.insee.fr/fr/accueil"",req_start_time=""2024/05/24 14:33:29"",cookie=""JSESSIONID"",user="""",virtual_server=""/Common/pool_ppweb4gfoln071 0"",bytes_in=""68"",res_start_time=""2024/05/24 14:33:29"",node=""10.210.56.47%5"",node_port=""80"",http_status=""200"",req_elapsed_time=""193"",bytes_out=""41523""",2024-05-24T14:33:29.000+02:00,OK,HTTP,41591,68,41523,application/x-www-form-urlencoded; charset=UTF-8,UTF-8,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,JSESSIONID,14,24,33,may,29,friday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,193,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,application/x-www-form-urlencoded; charset=UTF-8,web4gfo.preprod.insee.fr:443,POST,https://web4gfo.preprod.insee.fr/fr/accueil,web4gfo.preprod.insee.fr,200,/fr/graphique/affaires,"""web4gfo.preprod.insee.fr:443/fr/graphique/affaires""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",193,2024/05/24 14:33:29,2024/05/24 14:33:29,200,193,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.92.115.117%5,10.92.115.117%5,10.92.115.117%5,200,web,web,41591,16,0,/fr/graphique/affaires,,"""web4gfo.preprod.insee.fr:443/fr/graphique/affaires""","""web4gfo.preprod.insee.fr",52,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0
"May 24 14:33:29 172.22.7.248 May 24 14:33:29 PD-HLB01-ID261.dc2.sia.priv info tmm1[20235]: Rule /Common/Irule-Syslog-splunk_v2 <HTTP_RESPONSE>: src_ip=""10.92.115.117%5"",vip=""10.210.248.11%5"",http_method=""POST"",http_host=""web4gfo.preprod.insee.fr:443"",http_uri=""/fr/graphique/croissance"",http_url=""web4gfo.preprod.insee.fr:443/fr/graphique/croissance"",http_version=""1.1"",http_user_agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0"",http_content_type=""application/x-www-form-urlencoded; charset=UTF-8"",http_referrer=""https://web4gfo.preprod.insee.fr/fr/accueil"",req_start_time=""2024/05/24 14:33:28"",cookie=""JSESSIONID"",user="""",virtual_server=""/Common/pool_ppweb4gfoln071 0"",bytes_in=""45"",res_start_time=""2024/05/24 14:33:29"",node=""10.210.56.47%5"",node_port=""80"",http_status=""200"",req_elapsed_time=""234"",bytes_out=""26423""",2024-05-24T14:33:29.000+02:00,OK,HTTP,26468,45,26423,application/x-www-form-urlencoded; charset=UTF-8,UTF-8,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,JSESSIONID,14,24,33,may,29,friday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,234,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,application/x-www-form-urlencoded; charset=UTF-8,web4gfo.preprod.insee.fr:443,POST,https://web4gfo.preprod.insee.fr/fr/accueil,web4gfo.preprod.insee.fr,200,/fr/graphique/croissance,"""web4gfo.preprod.insee.fr:443/fr/graphique/croissance""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",234,2024/05/24 14:33:28,2024/05/24 14:33:29,200,234,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.92.115.117%5,10.92.115.117%5,10.92.115.117%5,200,web,web,26468,16,0,/fr/graphique/croissance,,"""web4gfo.preprod.insee.fr:443/fr/graphique/croissance""","""web4gfo.preprod.insee.fr",54,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0
