http_url
"""web4gfo.preprod.insee.fr:443/fr/graphique/ajax/serie/001769682?titre=Indice%20CVS%20des%20prix%20%C3%A0%20la%20consommation%20-%20Base%202015%20-%20Ensemble%20des%20m%C3%A9nages%20-%20France%20-%20Ensemble&dateDebut=1990-01&dateFin=2024-04&formatdate=mmm%7Cyyyy&formatdatebulle=mmmm%20yyyy&largeur=646&nbcartitre=65&unite=%20&unitevaleur=%20&decimalesvaleur=2&"
"""web4gfo.preprod.insee.fr:443/fr/graphique/ajax/serie/001759966?titre=Indice%20des%20prix%20%C3%A0%20la%20consommation%20-%20Base%202015%20-%20Ensemble%20des%20m%C3%A9nages%20-%20France%20-%20Produits%20manufactur%C3%A9s&dateDebut=1990-01&dateFin=2024-04&formatdate=mmm%7Cyyyy&formatdatebulle=mmmm%20yyyy&largeur=646&nbcartitre=65&unite=%20&unitev"
"""web4gfo.preprod.insee.fr:443/fr/graphique/ajax/serie/001759963?titre=Indice%20des%20prix%20%C3%A0%20la%20consommation%20-%20Base%202015%20-%20Ensemble%20des%20m%C3%A9nages%20-%20France%20-%20Alimentation&dateDebut=1990-01&dateFin=2024-04&formatdate=mmm%7Cyyyy&formatdatebulle=mmmm%20yyyy&largeur=646&nbcartitre=65&unite=%20&unitevaleur=%20&decimalesvaleur=2&alt="
"""web4gfo.preprod.insee.fr:443/en/graphique/ajax/serie/010565688?titre=Change%20in%20inventories%20-%20Contribution%20to%20GDP%20growth%20-%20Volumes%20chained%20at%20previous%20year%20prices%20-%20SA-WDA%20series&dateDebut=1949-Q1&dateFin=2024-Q1&formatdate=tt%7Cyyyy&formatdatebulle=ttt%20yyyy&largeur=646&nbcartitre=65&unite=%20&unitevaleur=%20&decimalesvaleur=2&alt=The%20"
"""web4gfo.preprod.insee.fr:443/en/graphique/ajax/serie/010565688?titre=Change%20in%20inventories%20-%20Contribution%20to%20GDP%20growth%20-%20Volumes%20chained%20at%20previous%20year%20prices%20-%20SA-WDA%20series&dateDebut=1949-Q1&dateFin=2024-Q1&formatdate=tt%7Cyyyy&formatdatebulle=ttt%20yyyy&largeur=646&nbcartitre=65&unite=%20&unitevaleur=%20&decimalesvaleur=2&alt=The%20chart%2"
"""web4gfo.preprod.insee.fr:443/en/graphique/ajax/serie/010565688?titre=Change%20in%20inventories%20-%20Contribution%20to%20GDP%20growth%20-%20Volumes%20chained%20at%20previous%20year%20prices%20-%20SA-WDA%20series&dateDebut=1949-Q1&dateFin=2024-Q1&formatdate=tt%7Cyyyy&formatdatebulle=ttt%20yyyy&largeur=646&nbcartitre=65&unite=%20&unitevaleur=%20&decimalesvaleur=2&alt=The%20chart%2"
"""web4gfo.preprod.insee.fr:443/en/graphique/ajax/serie/010565688?titre=Change%20in%20inventories%20-%20Contribution%20to%20GDP%20growth%20-%20Volumes%20chained%20at%20previous%20year%20prices%20-%20SA-WDA%20series&dateDebut=1949-Q1&dateFin=2024-Q1&formatdate=tt%7Cyyyy&formatdatebulle=ttt%20yyyy&largeur=646&nbcartitre=65&unite=%20&unitevaleur=%20&decimalesvaleur=2&alt=The%20c"
"""web4gfo.preprod.insee.fr:443/en/graphique/ajax/serie/010565688?titre=Change%20in%20inventories%20-%20Contribution%20to%20GDP%20growth%20-%20Volumes%20chained%20at%20previous%20year%20prices%20-%20SA-WDA%20series&dateDebut=1949-Q1&dateFin=2024-Q1&formatdate=tt%7Cyyyy&formatdatebulle=ttt%20yyyy&largeur=646&nbcartitre=65&unite=%20&unitevaleur=%20&decimalesvaleur=2&alt=The%20chart%2"
"""web4gfo.preprod.insee.fr:443/en/graphique/ajax/serie/010565688?titre=Change%20in%20inventories%20-%20Contribution%20to%20GDP%20growth%20-%20Volumes%20chained%20at%20previous%20year%20prices%20-%20SA-WDA%20series&dateDebut=1949-Q1&dateFin=2024-Q1&formatdate=tt%7Cyyyy&formatdatebulle=ttt%20yyyy&largeur=646&nbcartitre=65&unite=%20&unitevaleur=%20&decimalesvaleur=2&alt=The%20chart%2"
"""web4gfo.preprod.insee.fr:443/fr/graphique/ajax/serie/011794735?titre=Nuit%C3%A9es%20totales%20dans%20l%27h%C3%B4tellerie%20-%204%20et%205%20%C3%A9toiles%20-%20France%20enti%C3%A8re%20-%20S%C3%A9rie%20arr%C3%AAt%C3%A9e&dateDebut=2012&dateFin=2018&formatdate=yyyy&formatdatebulle=yyyy&largeur=646&nbcartitre=65&unite=milliers&unitevaleur=milliers&decimalesva"
"""web4gfo.preprod.insee.fr:443/en/statistiques?collection=7+88+61+34+10+91+64+37+27+108+81+54+12+93+66+39+55+28+109+82+20+101+74+47+13+94+67+40+8+89+62+35+36+9+90+63+11+92+65+38+21+102+75+48+31+112+85+58+15+96+69+42+17+98+71+44+24+105+78+51+18+99+72+45+32+113+86+59+25+106+79+52"""
